variant,curve,x,y
with_ttl,precision_recall,1.000000,0.591301
with_ttl,precision_recall,1.000000,0.591309
with_ttl,precision_recall,1.000000,0.591342
with_ttl,precision_recall,1.000000,0.591350
with_ttl,precision_recall,1.000000,0.591359
with_ttl,precision_recall,1.000000,0.591367
with_ttl,precision_recall,1.000000,0.591375
with_ttl,precision_recall,1.000000,0.591383
with_ttl,precision_recall,1.000000,0.591417
with_ttl,precision_recall,1.000000,0.591425
with_ttl,precision_recall,1.000000,0.591433
with_ttl,precision_recall,1.000000,0.591441
with_ttl,precision_recall,1.000000,0.591450
with_ttl,precision_recall,1.000000,0.591458
with_ttl,precision_recall,1.000000,0.591474
with_ttl,precision_recall,1.000000,0.591483
with_ttl,precision_recall,1.000000,0.591491
with_ttl,precision_recall,1.000000,0.591499
with_ttl,precision_recall,1.000000,0.591508
with_ttl,precision_recall,1.000000,0.591516
with_ttl,precision_recall,1.000000,0.591524
with_ttl,precision_recall,1.000000,0.591532
with_ttl,precision_recall,1.000000,0.591582
with_ttl,precision_recall,1.000000,0.591590
with_ttl,precision_recall,1.000000,0.591673
with_ttl,precision_recall,1.000000,0.591706
with_ttl,precision_recall,1.000000,0.591714
with_ttl,precision_recall,1.000000,0.591723
with_ttl,precision_recall,1.000000,0.591739
with_ttl,precision_recall,1.000000,0.591748
with_ttl,precision_recall,1.000000,0.591756
with_ttl,precision_recall,1.000000,0.591764
with_ttl,precision_recall,1.000000,0.591772
with_ttl,precision_recall,1.000000,0.591781
with_ttl,precision_recall,1.000000,0.591789
with_ttl,precision_recall,1.000000,0.591797
with_ttl,precision_recall,1.000000,0.591806
with_ttl,precision_recall,1.000000,0.591814
with_ttl,precision_recall,1.000000,0.591822
with_ttl,precision_recall,1.000000,0.591855
with_ttl,precision_recall,1.000000,0.591864
with_ttl,precision_recall,1.000000,0.591872
with_ttl,precision_recall,1.000000,0.591888
with_ttl,precision_recall,1.000000,0.591897
with_ttl,precision_recall,1.000000,0.591905
with_ttl,precision_recall,1.000000,0.591913
with_ttl,precision_recall,1.000000,0.591955
with_ttl,precision_recall,1.000000,0.591963
with_ttl,precision_recall,1.000000,0.591980
with_ttl,precision_recall,1.000000,0.591988
with_ttl,precision_recall,1.000000,0.592004
with_ttl,precision_recall,1.000000,0.592013
with_ttl,precision_recall,1.000000,0.592029
with_ttl,precision_recall,1.000000,0.592046
with_ttl,precision_recall,1.000000,0.592054
with_ttl,precision_recall,1.000000,0.592063
with_ttl,precision_recall,1.000000,0.592071
with_ttl,precision_recall,1.000000,0.592079
with_ttl,precision_recall,1.000000,0.592087
with_ttl,precision_recall,1.000000,0.592096
with_ttl,precision_recall,1.000000,0.592104
with_ttl,precision_recall,1.000000,0.592112
with_ttl,precision_recall,1.000000,0.592129
with_ttl,precision_recall,1.000000,0.592137
with_ttl,precision_recall,1.000000,0.592145
with_ttl,precision_recall,1.000000,0.592154
with_ttl,precision_recall,1.000000,0.592162
with_ttl,precision_recall,1.000000,0.592170
with_ttl,precision_recall,1.000000,0.592179
with_ttl,precision_recall,1.000000,0.592195
with_ttl,precision_recall,1.000000,0.592203
with_ttl,precision_recall,1.000000,0.592212
with_ttl,precision_recall,1.000000,0.592262
with_ttl,precision_recall,1.000000,0.592270
with_ttl,precision_recall,1.000000,0.592278
with_ttl,precision_recall,1.000000,0.592286
with_ttl,precision_recall,1.000000,0.592295
with_ttl,precision_recall,1.000000,0.592303
with_ttl,precision_recall,1.000000,0.592320
with_ttl,precision_recall,1.000000,0.592353
with_ttl,precision_recall,1.000000,0.592361
with_ttl,precision_recall,1.000000,0.592369
with_ttl,precision_recall,1.000000,0.592394
with_ttl,precision_recall,1.000000,0.592403
with_ttl,precision_recall,1.000000,0.592419
with_ttl,precision_recall,1.000000,0.592428
with_ttl,precision_recall,1.000000,0.592436
with_ttl,precision_recall,1.000000,0.592444
with_ttl,precision_recall,1.000000,0.592452
with_ttl,precision_recall,1.000000,0.592461
with_ttl,precision_recall,1.000000,0.592477
with_ttl,precision_recall,1.000000,0.592486
with_ttl,precision_recall,1.000000,0.592494
with_ttl,precision_recall,1.000000,0.592502
with_ttl,precision_recall,1.000000,0.592511
with_ttl,precision_recall,1.000000,0.592519
with_ttl,precision_recall,1.000000,0.592527
with_ttl,precision_recall,1.000000,0.592535
with_ttl,precision_recall,1.000000,0.592544
with_ttl,precision_recall,1.000000,0.592552
with_ttl,precision_recall,1.000000,0.592560
with_ttl,precision_recall,1.000000,0.592569
with_ttl,precision_recall,1.000000,0.592585
with_ttl,precision_recall,1.000000,0.592594
with_ttl,precision_recall,1.000000,0.592602
with_ttl,precision_recall,1.000000,0.592610
with_ttl,precision_recall,1.000000,0.592619
with_ttl,precision_recall,1.000000,0.592660
with_ttl,precision_recall,1.000000,0.592677
with_ttl,precision_recall,1.000000,0.592685
with_ttl,precision_recall,1.000000,0.592693
with_ttl,precision_recall,1.000000,0.592710
with_ttl,precision_recall,1.000000,0.592718
with_ttl,precision_recall,1.000000,0.592727
with_ttl,precision_recall,1.000000,0.592743
with_ttl,precision_recall,1.000000,0.592751
with_ttl,precision_recall,1.000000,0.592760
with_ttl,precision_recall,1.000000,0.592785
with_ttl,precision_recall,1.000000,0.592793
with_ttl,precision_recall,1.000000,0.592801
with_ttl,precision_recall,1.000000,0.592818
with_ttl,precision_recall,1.000000,0.592826
with_ttl,precision_recall,1.000000,0.592835
with_ttl,precision_recall,1.000000,0.592851
with_ttl,precision_recall,1.000000,0.592860
with_ttl,precision_recall,1.000000,0.592868
with_ttl,precision_recall,1.000000,0.592876
with_ttl,precision_recall,1.000000,0.592884
with_ttl,precision_recall,1.000000,0.592893
with_ttl,precision_recall,1.000000,0.592901
with_ttl,precision_recall,1.000000,0.592909
with_ttl,precision_recall,1.000000,0.592918
with_ttl,precision_recall,1.000000,0.592926
with_ttl,precision_recall,1.000000,0.592934
with_ttl,precision_recall,1.000000,0.592943
with_ttl,precision_recall,1.000000,0.592951
with_ttl,precision_recall,1.000000,0.592959
with_ttl,precision_recall,1.000000,0.592968
with_ttl,precision_recall,1.000000,0.592976
with_ttl,precision_recall,1.000000,0.592984
with_ttl,precision_recall,1.000000,0.593001
with_ttl,precision_recall,1.000000,0.593009
with_ttl,precision_recall,1.000000,0.593018
with_ttl,precision_recall,1.000000,0.593026
with_ttl,precision_recall,1.000000,0.593034
with_ttl,precision_recall,1.000000,0.593043
with_ttl,precision_recall,1.000000,0.593051
with_ttl,precision_recall,1.000000,0.593059
with_ttl,precision_recall,1.000000,0.593067
with_ttl,precision_recall,1.000000,0.593076
with_ttl,precision_recall,1.000000,0.593084
with_ttl,precision_recall,1.000000,0.593092
with_ttl,precision_recall,1.000000,0.593101
with_ttl,precision_recall,1.000000,0.593142
with_ttl,precision_recall,1.000000,0.593151
with_ttl,precision_recall,1.000000,0.593159
with_ttl,precision_recall,1.000000,0.593167
with_ttl,precision_recall,1.000000,0.593176
with_ttl,precision_recall,1.000000,0.593184
with_ttl,precision_recall,1.000000,0.593192
with_ttl,precision_recall,1.000000,0.593217
with_ttl,precision_recall,1.000000,0.593226
with_ttl,precision_recall,1.000000,0.593234
with_ttl,precision_recall,1.000000,0.593242
with_ttl,precision_recall,1.000000,0.593251
with_ttl,precision_recall,1.000000,0.593259
with_ttl,precision_recall,1.000000,0.593267
with_ttl,precision_recall,1.000000,0.593276
with_ttl,precision_recall,1.000000,0.593284
with_ttl,precision_recall,1.000000,0.593292
with_ttl,precision_recall,1.000000,0.593300
with_ttl,precision_recall,1.000000,0.593309
with_ttl,precision_recall,1.000000,0.593317
with_ttl,precision_recall,1.000000,0.593325
with_ttl,precision_recall,1.000000,0.593334
with_ttl,precision_recall,1.000000,0.593342
with_ttl,precision_recall,1.000000,0.593409
with_ttl,precision_recall,1.000000,0.593417
with_ttl,precision_recall,1.000000,0.593425
with_ttl,precision_recall,1.000000,0.593434
with_ttl,precision_recall,1.000000,0.593442
with_ttl,precision_recall,1.000000,0.593450
with_ttl,precision_recall,1.000000,0.593459
with_ttl,precision_recall,1.000000,0.593517
with_ttl,precision_recall,1.000000,0.593525
with_ttl,precision_recall,1.000000,0.593534
with_ttl,precision_recall,1.000000,0.593542
with_ttl,precision_recall,1.000000,0.593550
with_ttl,precision_recall,1.000000,0.593559
with_ttl,precision_recall,1.000000,0.593567
with_ttl,precision_recall,1.000000,0.593575
with_ttl,precision_recall,1.000000,0.593584
with_ttl,precision_recall,1.000000,0.593592
with_ttl,precision_recall,1.000000,0.593600
with_ttl,precision_recall,1.000000,0.593609
with_ttl,precision_recall,1.000000,0.593617
with_ttl,precision_recall,1.000000,0.593625
with_ttl,precision_recall,1.000000,0.593634
with_ttl,precision_recall,1.000000,0.593642
with_ttl,precision_recall,1.000000,0.593684
with_ttl,precision_recall,1.000000,0.593692
with_ttl,precision_recall,1.000000,0.593734
with_ttl,precision_recall,1.000000,0.593742
with_ttl,precision_recall,1.000000,0.593759
with_ttl,precision_recall,1.000000,0.593767
with_ttl,precision_recall,1.000000,0.593775
with_ttl,precision_recall,1.000000,0.593825
with_ttl,precision_recall,1.000000,0.593842
with_ttl,precision_recall,1.000000,0.593851
with_ttl,precision_recall,1.000000,0.593859
with_ttl,precision_recall,1.000000,0.593867
with_ttl,precision_recall,1.000000,0.593876
with_ttl,precision_recall,1.000000,0.593884
with_ttl,precision_recall,1.000000,0.593892
with_ttl,precision_recall,1.000000,0.593901
with_ttl,precision_recall,1.000000,0.593909
with_ttl,precision_recall,1.000000,0.593926
with_ttl,precision_recall,1.000000,0.594009
with_ttl,precision_recall,1.000000,0.594017
with_ttl,precision_recall,1.000000,0.594042
with_ttl,precision_recall,1.000000,0.594051
with_ttl,precision_recall,1.000000,0.594059
with_ttl,precision_recall,1.000000,0.594067
with_ttl,precision_recall,1.000000,0.594076
with_ttl,precision_recall,1.000000,0.594084
with_ttl,precision_recall,1.000000,0.594093
with_ttl,precision_recall,1.000000,0.594101
with_ttl,precision_recall,1.000000,0.594109
with_ttl,precision_recall,1.000000,0.594118
with_ttl,precision_recall,1.000000,0.594126
with_ttl,precision_recall,1.000000,0.594134
with_ttl,precision_recall,1.000000,0.594143
with_ttl,precision_recall,1.000000,0.594151
with_ttl,precision_recall,1.000000,0.594159
with_ttl,precision_recall,1.000000,0.594168
with_ttl,precision_recall,1.000000,0.594176
with_ttl,precision_recall,1.000000,0.594184
with_ttl,precision_recall,1.000000,0.594201
with_ttl,precision_recall,1.000000,0.594209
with_ttl,precision_recall,1.000000,0.594218
with_ttl,precision_recall,1.000000,0.594226
with_ttl,precision_recall,1.000000,0.594234
with_ttl,precision_recall,1.000000,0.594243
with_ttl,precision_recall,1.000000,0.594251
with_ttl,precision_recall,1.000000,0.594260
with_ttl,precision_recall,1.000000,0.594268
with_ttl,precision_recall,1.000000,0.594276
with_ttl,precision_recall,1.000000,0.594285
with_ttl,precision_recall,1.000000,0.594293
with_ttl,precision_recall,1.000000,0.594301
with_ttl,precision_recall,1.000000,0.594335
with_ttl,precision_recall,1.000000,0.594343
with_ttl,precision_recall,1.000000,0.594351
with_ttl,precision_recall,1.000000,0.594360
with_ttl,precision_recall,1.000000,0.594368
with_ttl,precision_recall,1.000000,0.594376
with_ttl,precision_recall,1.000000,0.594385
with_ttl,precision_recall,1.000000,0.594393
with_ttl,precision_recall,1.000000,0.594402
with_ttl,precision_recall,1.000000,0.594418
with_ttl,precision_recall,1.000000,0.594427
with_ttl,precision_recall,1.000000,0.594435
with_ttl,precision_recall,1.000000,0.594443
with_ttl,precision_recall,1.000000,0.594452
with_ttl,precision_recall,1.000000,0.594460
with_ttl,precision_recall,1.000000,0.594468
with_ttl,precision_recall,1.000000,0.594477
with_ttl,precision_recall,1.000000,0.594485
with_ttl,precision_recall,1.000000,0.594494
with_ttl,precision_recall,1.000000,0.594502
with_ttl,precision_recall,1.000000,0.594510
with_ttl,precision_recall,1.000000,0.594519
with_ttl,precision_recall,1.000000,0.594527
with_ttl,precision_recall,1.000000,0.594560
with_ttl,precision_recall,1.000000,0.594569
with_ttl,precision_recall,1.000000,0.594577
with_ttl,precision_recall,1.000000,0.594711
with_ttl,precision_recall,1.000000,0.594719
with_ttl,precision_recall,1.000000,0.594728
with_ttl,precision_recall,1.000000,0.594736
with_ttl,precision_recall,1.000000,0.594744
with_ttl,precision_recall,1.000000,0.594753
with_ttl,precision_recall,1.000000,0.594761
with_ttl,precision_recall,1.000000,0.594769
with_ttl,precision_recall,1.000000,0.594778
with_ttl,precision_recall,1.000000,0.594786
with_ttl,precision_recall,1.000000,0.594795
with_ttl,precision_recall,1.000000,0.594803
with_ttl,precision_recall,1.000000,0.594820
with_ttl,precision_recall,1.000000,0.594836
with_ttl,precision_recall,1.000000,0.594853
with_ttl,precision_recall,1.000000,0.594862
with_ttl,precision_recall,1.000000,0.594870
with_ttl,precision_recall,1.000000,0.594878
with_ttl,precision_recall,1.000000,0.594887
with_ttl,precision_recall,1.000000,0.594895
with_ttl,precision_recall,1.000000,0.594903
with_ttl,precision_recall,1.000000,0.594912
with_ttl,precision_recall,1.000000,0.594920
with_ttl,precision_recall,1.000000,0.594929
with_ttl,precision_recall,1.000000,0.594937
with_ttl,precision_recall,1.000000,0.594945
with_ttl,precision_recall,1.000000,0.594962
with_ttl,precision_recall,1.000000,0.594970
with_ttl,precision_recall,1.000000,0.595004
with_ttl,precision_recall,1.000000,0.595012
with_ttl,precision_recall,1.000000,0.595021
with_ttl,precision_recall,1.000000,0.595029
with_ttl,precision_recall,1.000000,0.595037
with_ttl,precision_recall,1.000000,0.595046
with_ttl,precision_recall,1.000000,0.595130
with_ttl,precision_recall,1.000000,0.595138
with_ttl,precision_recall,1.000000,0.595146
with_ttl,precision_recall,1.000000,0.595180
with_ttl,precision_recall,1.000000,0.595188
with_ttl,precision_recall,1.000000,0.595197
with_ttl,precision_recall,1.000000,0.595205
with_ttl,precision_recall,1.000000,0.595213
with_ttl,precision_recall,1.000000,0.595222
with_ttl,precision_recall,1.000000,0.595230
with_ttl,precision_recall,1.000000,0.595238
with_ttl,precision_recall,1.000000,0.595247
with_ttl,precision_recall,1.000000,0.595272
with_ttl,precision_recall,1.000000,0.595280
with_ttl,precision_recall,1.000000,0.595289
with_ttl,precision_recall,1.000000,0.595297
with_ttl,precision_recall,1.000000,0.595305
with_ttl,precision_recall,1.000000,0.595314
with_ttl,precision_recall,1.000000,0.595322
with_ttl,precision_recall,1.000000,0.595331
with_ttl,precision_recall,1.000000,0.595339
with_ttl,precision_recall,1.000000,0.595364
with_ttl,precision_recall,1.000000,0.595373
with_ttl,precision_recall,1.000000,0.595389
with_ttl,precision_recall,1.000000,0.595398
with_ttl,precision_recall,1.000000,0.595406
with_ttl,precision_recall,1.000000,0.595414
with_ttl,precision_recall,1.000000,0.595423
with_ttl,precision_recall,1.000000,0.595440
with_ttl,precision_recall,1.000000,0.595448
with_ttl,precision_recall,1.000000,0.595456
with_ttl,precision_recall,1.000000,0.595465
with_ttl,precision_recall,1.000000,0.595473
with_ttl,precision_recall,1.000000,0.595482
with_ttl,precision_recall,1.000000,0.595524
with_ttl,precision_recall,1.000000,0.595591
with_ttl,precision_recall,1.000000,0.595624
with_ttl,precision_recall,1.000000,0.595633
with_ttl,precision_recall,1.000000,0.595641
with_ttl,precision_recall,1.000000,0.595649
with_ttl,precision_recall,1.000000,0.595658
with_ttl,precision_recall,1.000000,0.595666
with_ttl,precision_recall,1.000000,0.595675
with_ttl,precision_recall,1.000000,0.595683
with_ttl,precision_recall,1.000000,0.595716
with_ttl,precision_recall,1.000000,0.595725
with_ttl,precision_recall,1.000000,0.595733
with_ttl,precision_recall,1.000000,0.595742
with_ttl,precision_recall,1.000000,0.595750
with_ttl,precision_recall,1.000000,0.595758
with_ttl,precision_recall,1.000000,0.595767
with_ttl,precision_recall,1.000000,0.595775
with_ttl,precision_recall,1.000000,0.595784
with_ttl,precision_recall,1.000000,0.595792
with_ttl,precision_recall,1.000000,0.595800
with_ttl,precision_recall,1.000000,0.595834
with_ttl,precision_recall,1.000000,0.595842
with_ttl,precision_recall,1.000000,0.595851
with_ttl,precision_recall,1.000000,0.595893
with_ttl,precision_recall,1.000000,0.595901
with_ttl,precision_recall,1.000000,0.595910
with_ttl,precision_recall,1.000000,0.595918
with_ttl,precision_recall,1.000000,0.595926
with_ttl,precision_recall,1.000000,0.595935
with_ttl,precision_recall,1.000000,0.595943
with_ttl,precision_recall,1.000000,0.595952
with_ttl,precision_recall,1.000000,0.595960
with_ttl,precision_recall,1.000000,0.595968
with_ttl,precision_recall,1.000000,0.595977
with_ttl,precision_recall,1.000000,0.595985
with_ttl,precision_recall,1.000000,0.595994
with_ttl,precision_recall,1.000000,0.596002
with_ttl,precision_recall,1.000000,0.596010
with_ttl,precision_recall,1.000000,0.596019
with_ttl,precision_recall,1.000000,0.596027
with_ttl,precision_recall,1.000000,0.596069
with_ttl,precision_recall,1.000000,0.596103
with_ttl,precision_recall,1.000000,0.596111
with_ttl,precision_recall,1.000000,0.596120
with_ttl,precision_recall,1.000000,0.596128
with_ttl,precision_recall,1.000000,0.596136
with_ttl,precision_recall,1.000000,0.596145
with_ttl,precision_recall,1.000000,0.596153
with_ttl,precision_recall,1.000000,0.596162
with_ttl,precision_recall,1.000000,0.596170
with_ttl,precision_recall,1.000000,0.596179
with_ttl,precision_recall,1.000000,0.596187
with_ttl,precision_recall,1.000000,0.596195
with_ttl,precision_recall,1.000000,0.596204
with_ttl,precision_recall,1.000000,0.596212
with_ttl,precision_recall,1.000000,0.596380
with_ttl,precision_recall,1.000000,0.596389
with_ttl,precision_recall,1.000000,0.596397
with_ttl,precision_recall,1.000000,0.596406
with_ttl,precision_recall,1.000000,0.596414
with_ttl,precision_recall,1.000000,0.596431
with_ttl,precision_recall,1.000000,0.596439
with_ttl,precision_recall,1.000000,0.596448
with_ttl,precision_recall,1.000000,0.596456
with_ttl,precision_recall,1.000000,0.596464
with_ttl,precision_recall,1.000000,0.596473
with_ttl,precision_recall,1.000000,0.596490
with_ttl,precision_recall,1.000000,0.596498
with_ttl,precision_recall,1.000000,0.596507
with_ttl,precision_recall,1.000000,0.596515
with_ttl,precision_recall,1.000000,0.596523
with_ttl,precision_recall,1.000000,0.596532
with_ttl,precision_recall,1.000000,0.596540
with_ttl,precision_recall,1.000000,0.596574
with_ttl,precision_recall,1.000000,0.596582
with_ttl,precision_recall,1.000000,0.596591
with_ttl,precision_recall,1.000000,0.596599
with_ttl,precision_recall,1.000000,0.596608
with_ttl,precision_recall,1.000000,0.596633
with_ttl,precision_recall,1.000000,0.596641
with_ttl,precision_recall,1.000000,0.596650
with_ttl,precision_recall,1.000000,0.596658
with_ttl,precision_recall,1.000000,0.596683
with_ttl,precision_recall,1.000000,0.596692
with_ttl,precision_recall,1.000000,0.596700
with_ttl,precision_recall,1.000000,0.596709
with_ttl,precision_recall,1.000000,0.596725
with_ttl,precision_recall,1.000000,0.596742
with_ttl,precision_recall,1.000000,0.596751
with_ttl,precision_recall,1.000000,0.596759
with_ttl,precision_recall,1.000000,0.596768
with_ttl,precision_recall,1.000000,0.596776
with_ttl,precision_recall,1.000000,0.596784
with_ttl,precision_recall,1.000000,0.596793
with_ttl,precision_recall,1.000000,0.596801
with_ttl,precision_recall,1.000000,0.596810
with_ttl,precision_recall,1.000000,0.596818
with_ttl,precision_recall,1.000000,0.596827
with_ttl,precision_recall,1.000000,0.596877
with_ttl,precision_recall,1.000000,0.596886
with_ttl,precision_recall,1.000000,0.596894
with_ttl,precision_recall,1.000000,0.596902
with_ttl,precision_recall,1.000000,0.596928
with_ttl,precision_recall,1.000000,0.596936
with_ttl,precision_recall,1.000000,0.596945
with_ttl,precision_recall,1.000000,0.596953
with_ttl,precision_recall,1.000000,0.596961
with_ttl,precision_recall,1.000000,0.596970
with_ttl,precision_recall,1.000000,0.596987
with_ttl,precision_recall,1.000000,0.596995
with_ttl,precision_recall,1.000000,0.597004
with_ttl,precision_recall,1.000000,0.597020
with_ttl,precision_recall,1.000000,0.597029
with_ttl,precision_recall,1.000000,0.597037
with_ttl,precision_recall,1.000000,0.597046
with_ttl,precision_recall,1.000000,0.597054
with_ttl,precision_recall,1.000000,0.597063
with_ttl,precision_recall,1.000000,0.597071
with_ttl,precision_recall,1.000000,0.597079
with_ttl,precision_recall,1.000000,0.597088
with_ttl,precision_recall,1.000000,0.597096
with_ttl,precision_recall,1.000000,0.597105
with_ttl,precision_recall,1.000000,0.597113
with_ttl,precision_recall,1.000000,0.597122
with_ttl,precision_recall,1.000000,0.597130
with_ttl,precision_recall,1.000000,0.597138
with_ttl,precision_recall,1.000000,0.597147
with_ttl,precision_recall,1.000000,0.597172
with_ttl,precision_recall,1.000000,0.597181
with_ttl,precision_recall,1.000000,0.597189
with_ttl,precision_recall,1.000000,0.597198
with_ttl,precision_recall,1.000000,0.597206
with_ttl,precision_recall,1.000000,0.597214
with_ttl,precision_recall,1.000000,0.597223
with_ttl,precision_recall,1.000000,0.597248
with_ttl,precision_recall,1.000000,0.597257
with_ttl,precision_recall,1.000000,0.597265
with_ttl,precision_recall,1.000000,0.597307
with_ttl,precision_recall,1.000000,0.597316
with_ttl,precision_recall,1.000000,0.597324
with_ttl,precision_recall,1.000000,0.597333
with_ttl,precision_recall,1.000000,0.597341
with_ttl,precision_recall,1.000000,0.597349
with_ttl,precision_recall,1.000000,0.597392
with_ttl,precision_recall,1.000000,0.597400
with_ttl,precision_recall,1.000000,0.597408
with_ttl,precision_recall,1.000000,0.597442
with_ttl,precision_recall,1.000000,0.597451
with_ttl,precision_recall,1.000000,0.597459
with_ttl,precision_recall,1.000000,0.597468
with_ttl,precision_recall,1.000000,0.597518
with_ttl,precision_recall,1.000000,0.597527
with_ttl,precision_recall,1.000000,0.597535
with_ttl,precision_recall,1.000000,0.597544
with_ttl,precision_recall,1.000000,0.597552
with_ttl,precision_recall,1.000000,0.597560
with_ttl,precision_recall,1.000000,0.597569
with_ttl,precision_recall,1.000000,0.597577
with_ttl,precision_recall,1.000000,0.597586
with_ttl,precision_recall,1.000000,0.597594
with_ttl,precision_recall,1.000000,0.597603
with_ttl,precision_recall,1.000000,0.597611
with_ttl,precision_recall,1.000000,0.597620
with_ttl,precision_recall,1.000000,0.597628
with_ttl,precision_recall,1.000000,0.597636
with_ttl,precision_recall,1.000000,0.597645
with_ttl,precision_recall,1.000000,0.597653
with_ttl,precision_recall,1.000000,0.597679
with_ttl,precision_recall,1.000000,0.597696
with_ttl,precision_recall,1.000000,0.597704
with_ttl,precision_recall,1.000000,0.597713
with_ttl,precision_recall,1.000000,0.597721
with_ttl,precision_recall,1.000000,0.597729
with_ttl,precision_recall,1.000000,0.597738
with_ttl,precision_recall,1.000000,0.597755
with_ttl,precision_recall,1.000000,0.597763
with_ttl,precision_recall,1.000000,0.597772
with_ttl,precision_recall,1.000000,0.597780
with_ttl,precision_recall,1.000000,0.597789
with_ttl,precision_recall,1.000000,0.597831
with_ttl,precision_recall,1.000000,0.597839
with_ttl,precision_recall,1.000000,0.597848
with_ttl,precision_recall,1.000000,0.597873
with_ttl,precision_recall,1.000000,0.597882
with_ttl,precision_recall,1.000000,0.597890
with_ttl,precision_recall,1.000000,0.597898
with_ttl,precision_recall,1.000000,0.597907
with_ttl,precision_recall,1.000000,0.597915
with_ttl,precision_recall,1.000000,0.597924
with_ttl,precision_recall,1.000000,0.597932
with_ttl,precision_recall,1.000000,0.597941
with_ttl,precision_recall,1.000000,0.597949
with_ttl,precision_recall,1.000000,0.597958
with_ttl,precision_recall,1.000000,0.597966
with_ttl,precision_recall,1.000000,0.597975
with_ttl,precision_recall,1.000000,0.597983
with_ttl,precision_recall,1.000000,0.598025
with_ttl,precision_recall,1.000000,0.598034
with_ttl,precision_recall,1.000000,0.598059
with_ttl,precision_recall,1.000000,0.598068
with_ttl,precision_recall,1.000000,0.598076
with_ttl,precision_recall,1.000000,0.598085
with_ttl,precision_recall,1.000000,0.598101
with_ttl,precision_recall,1.000000,0.598144
with_ttl,precision_recall,1.000000,0.598152
with_ttl,precision_recall,1.000000,0.598178
with_ttl,precision_recall,1.000000,0.598186
with_ttl,precision_recall,1.000000,0.598195
with_ttl,precision_recall,1.000000,0.598203
with_ttl,precision_recall,1.000000,0.598212
with_ttl,precision_recall,1.000000,0.598254
with_ttl,precision_recall,1.000000,0.598262
with_ttl,precision_recall,1.000000,0.598271
with_ttl,precision_recall,1.000000,0.598279
with_ttl,precision_recall,1.000000,0.598288
with_ttl,precision_recall,1.000000,0.598296
with_ttl,precision_recall,1.000000,0.598305
with_ttl,precision_recall,1.000000,0.598313
with_ttl,precision_recall,1.000000,0.598322
with_ttl,precision_recall,1.000000,0.598338
with_ttl,precision_recall,1.000000,0.598347
with_ttl,precision_recall,1.000000,0.598355
with_ttl,precision_recall,1.000000,0.598364
with_ttl,precision_recall,1.000000,0.598372
with_ttl,precision_recall,1.000000,0.598381
with_ttl,precision_recall,1.000000,0.598389
with_ttl,precision_recall,1.000000,0.598440
with_ttl,precision_recall,1.000000,0.598449
with_ttl,precision_recall,1.000000,0.598457
with_ttl,precision_recall,1.000000,0.598466
with_ttl,precision_recall,1.000000,0.598499
with_ttl,precision_recall,1.000000,0.598508
with_ttl,precision_recall,1.000000,0.598516
with_ttl,precision_recall,1.000000,0.598525
with_ttl,precision_recall,1.000000,0.598533
with_ttl,precision_recall,1.000000,0.598542
with_ttl,precision_recall,1.000000,0.598550
with_ttl,precision_recall,1.000000,0.598559
with_ttl,precision_recall,1.000000,0.598567
with_ttl,precision_recall,1.000000,0.598576
with_ttl,precision_recall,1.000000,0.598618
with_ttl,precision_recall,1.000000,0.598627
with_ttl,precision_recall,1.000000,0.598635
with_ttl,precision_recall,1.000000,0.598644
with_ttl,precision_recall,1.000000,0.598652
with_ttl,precision_recall,1.000000,0.598660
with_ttl,precision_recall,1.000000,0.598669
with_ttl,precision_recall,1.000000,0.598677
with_ttl,precision_recall,1.000000,0.598686
with_ttl,precision_recall,1.000000,0.598694
with_ttl,precision_recall,1.000000,0.598703
with_ttl,precision_recall,1.000000,0.598737
with_ttl,precision_recall,1.000000,0.598745
with_ttl,precision_recall,1.000000,0.598754
with_ttl,precision_recall,1.000000,0.598762
with_ttl,precision_recall,1.000000,0.598771
with_ttl,precision_recall,1.000000,0.598779
with_ttl,precision_recall,1.000000,0.598788
with_ttl,precision_recall,1.000000,0.598796
with_ttl,precision_recall,1.000000,0.598805
with_ttl,precision_recall,1.000000,0.598813
with_ttl,precision_recall,1.000000,0.598822
with_ttl,precision_recall,1.000000,0.598830
with_ttl,precision_recall,1.000000,0.598839
with_ttl,precision_recall,1.000000,0.598847
with_ttl,precision_recall,1.000000,0.598855
with_ttl,precision_recall,1.000000,0.598864
with_ttl,precision_recall,1.000000,0.598872
with_ttl,precision_recall,1.000000,0.598881
with_ttl,precision_recall,1.000000,0.598889
with_ttl,precision_recall,1.000000,0.598898
with_ttl,precision_recall,1.000000,0.598906
with_ttl,precision_recall,1.000000,0.598923
with_ttl,precision_recall,1.000000,0.598932
with_ttl,precision_recall,1.000000,0.598940
with_ttl,precision_recall,1.000000,0.598949
with_ttl,precision_recall,1.000000,0.598957
with_ttl,precision_recall,1.000000,0.598966
with_ttl,precision_recall,1.000000,0.598974
with_ttl,precision_recall,1.000000,0.599008
with_ttl,precision_recall,1.000000,0.599017
with_ttl,precision_recall,1.000000,0.599025
with_ttl,precision_recall,1.000000,0.599034
with_ttl,precision_recall,1.000000,0.599042
with_ttl,precision_recall,1.000000,0.599051
with_ttl,precision_recall,1.000000,0.599059
with_ttl,precision_recall,1.000000,0.599068
with_ttl,precision_recall,1.000000,0.599076
with_ttl,precision_recall,1.000000,0.599110
with_ttl,precision_recall,1.000000,0.599119
